cluster
[587 4173 8845 9186 13506 13576 17647 18044 18674 21123 24536 25410 27418 30641 37840 40544 41366]
[5393 13819 14647 16169 18761 19348 22180 25790 27630 27848 30272 35609 38164]
[1212 1628 10034 11232 12123 13328 14505 15998 18727 24475 29944 40677 42199]
[11686 11875 39957]
[2730 5881 6894 13542 16307 21663 22655 23076 29428 37414 40224]
[114 700 1873 1951 2738 2890 6995 13430 14410 17409 17628 18259 18565 19213 19999 23032 27928 29967 34987 36694 36727 37780 38651 40617 41694]
[796 25220 26112 38381 38635 38915]
[256 21052 26272]
[59 5245 8635 14034 14842 15232 16158 23726 33086 33091 37016 37322 39625 40064]
[13413 16168 22458 25369 30144 34462 40397 42102]
[3539 5687 18417 18790 20531 23784 35294 37574]
[595 2633 6375 16460 16542 27909 30285 30745 33851 38960 42499]
[3423 4417 5120 6438 11787 12580 12833 14028 14887 19343 19650 19722 20701 24053 29969 32202 33983 37745]
[7935 10581 16769 20084 41649]
[254 637 962 2939 9421 12680 17200 18400 20860 28404 28906 35751 37688 40508]
[5448 20189 25170 25873 31110 34523 37499]
[278 7227 10956 15408 16716 25755 27673 31009 31341]
[1457 12326 21268 22297 25092]
[3481 8282 9136 14627 15740 17418 18643 19450 21368 28442 31169 36995 38099 38616 40359 40443 42033 42904]
[7234 9340 14728 15604 16859 23431 24554 24665 27128 28014 28756 29605 29825 30244 32584 33119 37231 37401 39167 41818 42304]
[686 1134 1288 1564 2463 2474 2966 3261 3666 4218 5195 5463 5773 6120 6123 6446 6644 6832 6939 7671 8422 8444 8661 8762 9508 9526 10589 11174 11991 12104 12231 12266 12625 12988 14919 15037 15302 15820 17950 18378 19828 19967 20210 22369 23039 23415 23559 23898 24319 24421 24530 24661 25265 25745 25919 26592 26939 27331 28286 28737 28813 28989 29576 29932 30040 30119 30297 31008 31273 31978 32214 33214 34133 34612 35145 36132 36435 37177 37238 38457 38520 39054 39246 39666 40402 40406 41670 41970 42070 42232 42671 42697 42960 43173]
[3374 6757 7351 7959 13817 18926 26905 28949 29209 33084 36514 41520]
[2688 3962 4789 9651 10617 13354 15288 15719 16680 19643 20248 24364 29361 30012 30814]
[5435 29303 31089 36031 38859]
[4198 6313 9364 21782 25221 30050 31192 39187 39642]
[18235 21170 29609 32457 38278]
[2701 9010 13910 14068 14778 16691 17128 20648 23281 26545 30677 31419 35050 36208 38914 42786 42993]
[4149 6742 10206 10569 13571 22242 22306 23714 26268 31567 32857 35754 38228 40874]
[1708 1769 3524 6310 8358 12184 16541 29905 30239 30923 33332 33833]
[3389 7921 13181 15706 19132 27237 31420 33256 34752 35581 40747 41925 42276]
[2510 4999 10373 11574 11735 12060 12271 15320 17272 17940 18165 19376 35879 41171 42912]
[3373 10778 15770 17874 29313]
[1538 9053 9708 13205 13652 18127 20217 20400 20990 27207 30055 37229]
[5891 8909 10680 13385 13494 14093 14601 18715 24277 30390 30941 35207 35742 38634 39438]
[3764 6040 14587 14787 18341 23855 32553 34052 35066 35157 35316 40347]
[3574 21296 28693]
[1029 6522 9792 13581 14164 21187 23710 35826 41090]
[2496 14236 42314]
[8 3222 6789 9780 10039 11021 14912 15160 15977 20792 23088 24740 32647 33311 33334]
[1854 2602 3773 4633 5616 7599 10338 11287 19881 20667 23203 23706 24172 28844 30069 35412 38141 39345 41595 42520]
[3197 6546 20109 25632 31326 31511 32239 39325 40488 40666]
[379 900 3388 10607 13742 21195 29064 33336 34290 35144 38365 38587 41577 41673]
[230 1467 5237 6591 7163 8024 10736 12528 18618 21114 24159 26076 29976 30466 37508 42728]
[215 1987 2066 2771 7793 12171 15012 15904 18117 30340 36316]
[504 1623 5059 13688 14956 15951 18524 20771 21110 23586 25412 26898 29112 31060 33356 34862 41600]
[688 6840 8548 15930 19782 21066 25047 27296 28329 35996 36272 40657 41722 42497]
[167 297 3656 4167 4714 8236 9286 11241 12469 16687 27375 28010 37153 39362]
[15003 15654 42807]
[5686 5919 6539 18504 27022 28800 32262 33582 35524]
[513 2539 5114 9359 11864 19048 19891 21032 21927 25566 37331 39794]
[1455 5138 6642 7344 9065 10052 10908 14010 16258 16293 17747 21315 23286 27587 32702 36780 37666 38134 39636]
[5576 15372 27644 31059 37776]
[2399 2577 2953 3944 5082 5799 6946 8472 10322 11818 12357 14198 15344 17158 17796 21030 21223 21447 25672 25984 28538 30828 31287 37673 38333 38862 39275 42641]
[1837 12707 15104 17596 19802 21946 22125 27667 32854 33487 38957 40862 41897]
[98 1256 7311 7571 9269 9534 10241 14644 15021 15432 19209 21831 24787 25571 30342 32645 33038 33104 35146 37111 39057 39753]
[671 7791 22036 26119 29983 37046 42447]
[1040 7591 11157 13300 13732 32501 34617 42254]
[3806 7767 15730 19170 22028 26604 28502 34590 36990 40664 42454]
[3201 7244 7562 9823 11391 11468 13339 16486 18555 21699 25070 25912 28796 29687 30981 31658 31866 32147 32161 41282 42107]
[645 3654 4617 5789 12891 16820 20621 23410 31974 34699 35889 42245 42676]
[3401 5207 12712 16458 27376 36359 40745]
[2957 12259 30837 38856]
[3548 3622 6861 8088 8269 9056 11231 12755 14254 21635 21756 22598 26065 28598 28739 30517 30573 31901 33994 34394 36126 41716 41844]
[7087 15613 20124 32332]
[7368 8992 35110 38261 42738]
[2240 2261 3545 4287 5247 6108 14170 18275 21317 21424 23387 23571 23581 25910 27217 28593 33466 36545 36762 39153]
[731 1886 10741 11882 12009 14053 14715 15347 18392 19724 20134 22845 24599 27173 31907 37248 37462 40023 40542 41697]
[2363 15545 31462 37532 38397 38818 42421]
[2081 4258 11046 12256 22020 23300 29316 30945 32320 34072 38349 40897 41183]
[2188 2654 5279 14171 17536 41224 41374]
[3192 7000 19079 22281 22341 24233 25344 29771 37980 38564 40749 41285]
[6332 7944 14018 14439 14636 17374 22427 25982 29284 30252 32580 37658 39323 40129 42772]
[6302 8291 18652 21702 23667 25158 26071 26454 36731]
[1320 2286 5970 7874 8682 16498 24735 24976 26287 31185 39118]
[2910 7735 9140 14163 15316 15791 25800 25929 29630 33857 35334 35706 36104 36746 38807]
[2427 4643 13622 14832 15622 24432 33442 41779]
[1376 3642 4788 7313 7594 8667 14727 28697 31686 38848 41479]
[4676 6666 22773 40693]
[3959 4860 6665 6930 7977 14426 15427 20508 23695 25628 31099 31359 33103 34305 39618 40548 41784 42778]
[608 5692 10164 10397 11116 12458 14847 15157 16845 17917 19577 21957 23805 24467 26262 29401 30530 31937 35386 38771 42020]
[4163 5185 6623 16085 17478 17530 20356 21801 22999 24134 33459 42149 43080]
[62 1221 1705 1877 1983 2402 3463 3528 3800 3836 3939 4008 4233 5243 5761 6081 6919 7676 7772 8437 9101 10121 10353 11234 11556 12499 13727 15095 15371 17737 19247 19254 19425 20295 21119 21464 21812 22029 22774 24089 25210 25698 27145 27171 27265 28809 29398 29795 29852 32198 32476 32850 33191 33228 33598 34897 36363 37394 37790 37921 38805 38821 39363 39841 39887 40509 42920 43059 43068]
[2951 6676 7871 13159 14304 14638 16156 17828 18561 19462 22556 24104 28175 32011 34169 35476 37769 42827]
[6768 7911 8285 9490 11631 15171 15874 16593 17651 21255 22062 27078 27416 31375 31492 32067 33890 39230 39668 40674 41837 42369 43125]
[2876 3829 4107 4746 5819 6720 9638 12925 14658 16893 18416 18832 19855 21848 22014 24034 33198 37995 40112 41196 41937]
[1649 2069 8231 8991 16424 26690 30507 30713 34975 35084]
[666 1205 3236 4322 5749 5883 9054 10866 13392 17343 17877 17901 18060 21844 23236 26473 27062 27814 29938 31623 38466 38522 42094 42220]
[1084 7809 8455 10105 23128 34635 35584 38444 38638 39524 40522]
[2737 3832 14829 17531 32170 34241]
[9511 14828 16739 19365 20154 31048 40351]
[7923 9930 10274 31319 31933 37538 41986 42086]
[269 10854 13534 15044 15496 21818 23573 24074 32471]
[1655 3441 4414 8184 15774 18944 19888 23472 26372 33290 41354]
[236 3493 7301 7548 9691 11218 12288 12537 21989 22558 23043 23587 24466 26602 29459 35544 36988 38311 39508 40909]
[7037 8212 18936 23408 27126 37690 40141 42652]
[1193 1915 7369 18739]
[423 3076 3403 6196 9338 13010 17235 19004 19052 19416 19477 21298 25857 27269 35656 36005 38326 38534 43066]
[3636 14875 19994 28420 40417]
[309 2657 3250 3680 3889 11926 13831 19160 21387 24039 24641 26567 37011 37176 40711]
[1845 3437 6641 9438 15922 18119 18350 20246 25285 30169 33585 33800 35276 37621 37734]
[3980 4502 6197 8938 9595 9616 10904 14661 23786 28980 29399 29555 31892 35539]
[4591 15402 16561 16895 19141 22542 25998 26852 38176]
[5906 6409 6950 7266 10146 10415 11874 12576 15038 19745 20939 21023 22265 24255 24718 28894 29924 31647 32948 33189 36976 42610]
[6903 9673 10197 11466 17441 17504 22654 24561 26155 40659]
[676 1448 6186 6929 8980 17006 30591 30749 34124 42555]
[2772 3484 4092 4272 11259 20717 21414 22003 22662 23182 27939 28947 30831 32789 34624 35162 38746 42223 42417]
[1280 12072 13524 16884 21342 28649 31111 37012 37021 39195 40472]
[2808 4513 5991 6392 8981 9452 12083 16216 20941 21010 24770 38515 38894]
[930 2471 3639 4265 5061 8426 9193 11489 12244 13491 15168 15769 16697 17467 17718 17942 23188 27227 30493 34262 36283 36807 40190 40195 42456]
[546 963 9854 15620 23493 24191 38223 41411 42584]
[192 11026 11546 15338 15429 18550 20244 25495 28376 28686 31235 31677 35166 35595 39596]
[538 2446 5850 11028 14589 15156 18158 18906 19851 34206 36391 40453]
[2017 3246 3420 12679 12999 15274 18892 19839 27166 27189 33937 34717 34943 39306 40371 40541]
[4298 5127 5858 5946 15857 19277 19785 20874 29458 30898 31415 34295 36887]
[4162 13128 15872 24037 26253 29406 29691 36030]
[1672 7108 8863 9524 16035 19009 24708 29216 31035 31329]
[7001 20414 20926 27278 28230 28346 29635 32018 38241]
[5236 7416 21951 24370 27011 36409 36777]
[2011 4753 6484 6577 8841 9080 12840 25298 28141 33785 34542 34948 38694 38740 41005 42331]
[436 7278 10325 14802 14824 15322 17078 17445 22272 24518 24527 34221 41378]
[7477 11638 15954 17914 20143 21728 27778 29271 30578 31631 32472 33045 39529]
[5932 6873 10170 10275 16173 17370 18742 19276 20494 24293 25434 27195 29425 30155 32080 32169 35077 40074]
[2160 16367 42334]
[706 12871 21018 26206 30253 32056 32866 34392 34949 35938 36229 38742 41155 41264 42567]
[11243 14626 15345 18357 19133 21646 28273 31353]
[1775 13279 16279 32192 32883 33617 36469 37881]
[4527 6622 7314 7419 11828 21840 24604 27037 28665 31546 37055]
[696 9387 11595 12272 16791 18106 27627 28817 34988]
[12280 14477 17951 23307 39408]
[826 861 2376 5526 10279 11733 18026 20697 24508 35844 40775]
[88 777 8813 12004 13767 14816 16841 23625 38158 40489]
[212 720 1054 1373 1982 3913 4646 6596 8113 8299 8816 10686 10988 11988 13787 15343 15417 15875 15992 16283 17287 19545 21895 22747 23450 23613 26907 27009 27292 27652 27708 28398 28458 28461 30122 30522 30594 32369 33313 33934 34883 35684 36493 37497 41043]
[1687 3626 6161 10924 18578 24945 25976 33806 39209]
[217 237 3264 4577 5158 5859 7420 9178 10576 14099 14618 16281 18367 20728 21179 25258 27259 27634 28504 28692 29666 29788 31177 35345 35536 36957 37045 37110 38297 38468 41622]
[941 1112 1743 2117 5533 5621 7138 7488 7633 8007 10447 13234 14245 14354 17028 18002 20620 21721 21798 23797 26810 26970 27343 28951 29407 29692 31440 32527 32876 33432 35726 39863 40250 40478 40968 42292 42412]
[2234 22249 24937 36470 37800 39079]
[5445 11342 20140 22653 23353 31374 34238 37698 39741]
[735 9471 9995 12079 17572 17922 20208 22433 24150 28952 32460 33544 34291 39056]
[6076 6581 8365 17904 18775 19868 21047 25512 26202 26946 28982 32614 36794 38084]
[2626 5206 6679 11921 15934 21135 32863 40284]
[1494 2275 3788 3840 5844 7639 8202 24217 26960 27249 29716 30697 33764 34297 37897 41268 41947]
[657 934 8223 13914 18062 19270]
[7470 10420 12459 16580 24566 32976 35477]
[5067 11318 14879 18803 20470 21750 22761 25936 26561 31411 35186 38244 39243 40594 41823 42558]
[6774 14294 14524 19691 27540 34103 36338 39952 40336]
[936 1809 2443 3486 8626 8779 10078 15727 16434 17744 27617 27731 34246 34333 36377 36456 39309 40184]
[11577 19451 21231 28298 28738 35282 35417 39549]
[21979 32213]
[4681 9204 15139 24476 33314 39539]
[6988 8620 16252 17174 21823 34350 39838]
[532 10501 22236 36648 37407]
[4581 19623 26208 30398 33541 37351 37820 41916]
[11275 17754 22196 22454 30977 34478 41788]
[73 5157 6862 8283 8447 13099 13978 16344 16499 17856 21019 23124 25827 26249 28128 28765 31480 35855 37211 37249 38720 39918]
[1323 1936 2617 3342 4068 4582 4938 5336 8246 12139 15777 22398 25563 25565 26429 27450 28379 34603 37123 38319 39074 42653 42847 42889]
[4775 21648 28552 30196 32756 40418]
[5168 6445 11239 16134 20390 22815 31246 39825]
[4237 4882 6431 10507 15146 22473 26681 27972 33139 37934]
[1148 10512 12181 15178 16826 18386 21254 28237 37242 38797]
[1167 2440 4470 5782 14664 29145 38917]
[2218 3637 7655 12274 17053 22048 36895 38346 38702 39499 40740 42763]
[7952 9573 10450 10664 10703 14424 16427 17750 21337 22260 23143 26713 29140 29431 35506 35915 37774 39405 40175 42888]
[143 3776 6194 21150 21758 22799 26063 39942]
[1668 5457 9869 10019 11657 13507 16728 19015 19606 21770 25296 30111 31825 32862 34170 35326 36734 36796 37107 37405 39759 39989 41570]
[1063 5375 14492 15162 16928 32121 32483 34560 42544 42779]
[2817 14271 15424 19801 21734 33451 42797]
[22660 25288 33788 36293 41870 43037]
[2743 4033 7347 8050 19305 19455 19907 21824 22929 22937 25691 27843 32365 39299 40898 40977 41395]
[371 2799 5267 8590 10893 12823 15981 16067 16317 17085 19684 20030 20402 24363 25840 26240 27556 30037 30914 31155 32807 37180 37570 38919 40173 40192]
[4464 6730 8798 18241 22049 30760 32599]
[5204 5673 9865 15790 32740 33975 35281 36692]
[1766 9520 11185 13117 25971 26274 27492 29918 32097 32287 34857 36017 36357 36753]
[3418 5908 6325 7098 12875 16774 20707 30368 32955 39480 42537]
[1840 6656 12804 13881 15523 17607 19147 29075 33211 36912 41029]
[4300 5570 13798 21475 28636 35310 41762]
[6941 7200 8420 8594 9732 17224 22152 22385 37835]
[361 865 1711 2265 2424 3173 5005 8491 10861 15311 16126 16744 17461 18061 20393 20558 23640 25669 26082 26923 27044 30723 31233 39859 40310]
[9654 29856]
[1847 15061 17282 29405 29733 40702 42374]
[17879 21558 25356 27664 38550]
[1992 3627 3794 8134 17342 29081 29820 32182 37391 42318]
[555 9468 11120 23247 33930 38015 41294]
[1236 3460 3575 8553 10608 10974 13731 14508 16246 19766 20369 21345 23986 25641 25678 26250 26529 29516 31082 32905 34737 37149]
[1066 1767 2278 2423 4080 9050 10491 12236 12460 15144 16046 16162 16838 17734 19653 21142 23928 23950 24120 24755 25660 27992 31875 38088 38212]
[39958]
[51 2472 3385 6089 6490 7773 7854 9447 11613 13086 15182 19860 22102 25582 25650 33622 35784 38038]
[10134 12663 36022 42832]
[17398]
[1155 5878 22070 43133]
[3803 5654 17694 17960 21183 27367 35541 42542]
[2183 2968 4611 5330 5579 10311 20968 22546 26213 27967 35414 38056 39908]
[330 4757 14035 14593 15603 24396 24472 24552 25256 26276 32146 39643]
[857 1912 1950 1958 4724 6492 6738 6883 9751 12531 13971 16015 17375 17688 18365 21436 23611 24279 26896 28079 28335 28990 29010 29198 29229 29872 31505 32749 33016 36344 36380 37066]
[3916 10749 26649 33520 38419]
[7088 10585 14776 16056 17040 17787 17916 22494 24505 32834 33448 33730 37676 38004 40179 40653]
[2754 10697 11625 14363 15319 21212 40299]
[14057 14419 14935 20879 24452 24965 28266 28759 34958 36521 36661 43110]
[246 7682 9514 13102 15680 18692 21471 22207 22421 23359 24511 25246 26727 27542 28716 28985 29642 29784 32628 35700 39123 40136 40408 40570]
[7605 11226 15505 17016 19280 21967 25741 40685]
[3723 3851 6381 7942 21206 22563 24041 25785 26398 28274 31834 33882 40280 42455]
[1085 6997 8601 8804 10710 16947 22772 24207 26261 28565 29114 32718 37366 41623]
[4251 6843 21036 27396 31525 37680 39130 40580 40864 42082]
[1482 1836 2804 5759 14572 22817 25504 28730 31993 36055 39425 39467 41172 41216 41421]
[244 2865 7754 11369 12032 22173 31148]
[37 78 904 9875 13748 22199 34375]
[3683 3756 6942 7581 8097 9465 10559 13799 15009 16394 17435 17475 18182 18890 21713 21742 21969 22962 26639 28983 31760 32773 34281 38106 41097 41382]
[283 1887 6041 7973 9072 11429 12176 13077 22015 27080 30562]
[2930 4644 4951 6159 10548 32206]
[3833 4654 6386 8060 11501 13936 22093 23356 25090 27223 31690 41139]
[1495 1849 3714 4593 14284 14392 16430 16922 17609 18360 20542 22805 26908 27424 29211 30793 38017]
[2604 4435 13163 15245 16082 17250 25909 29020 30564 31847 38731 42633]
[1107 4878 13536 13814 15096 15643 19111 23106 26298 27781 32204]
[10554 10991 18660 20253 21197 21498 24613 36717 37558 39698]
[3125 4484 13843 27995 34917 37575 40203 40732 41497 42768]
[12798 13288 18204 20573 27757 33754 38864 41814 42616 42934]
[7930 9126 10221 11271 13740 14772 17806 18779 21805 22990 23738 26129 29803 35420 38652 39987 41176]
[12895]
[1227 7047 10281 20973 31202 31797 38147 40829 42400]
[2479 7788 11390 12698 16025 21202 22088 29441 36645 36928 37823 39156]
[4539 40248]
[6034 21886 26104 26239 32860 36353]
[41406]
[2250 3271 3567 5083 20639 22795 24683 29289 34681 37653 38636 42549]
[726 1647 7600 7765 12880 12972 15993 18967 19386 21043 31921 42322]
[3086 9752 23467 25885 30160 32432 40491 43025]
[315 8966 9641 17120 20147 22081 22933 23806 25635 37731]
[3662 10716 14744 19076 24998 25393 29005 29930 30835 30978 34476 34835 36324 36693 37381 38082 39932 42390 42689 43188]
[8049 9863 9895 9945 16583 17719 20422 21393 21670 21837 22694 24130 26774 26864 30866 31633 38489 39204]
[4139 4563 12485 14414 15029 15580 24095 25012 31138 33392 34904 35228]
[1546 2335 4006 7733 10122 10705 15765 17823 19559 21864 23466 24510 33741 35431 38412 39040 39168 40104 41358 42957]
[12655 17595 29219 33825]
[3489 9211 22501 33345 38717 39464 41503]
[5124 9196 9326 11880 18162 22274 22762 23391 25341 30489]
[3562 6105 9037 10210 13562 15379 18749 18766 25916 28931 31969 33220 34485 38579 39442]
[9884 19831 25614 28022 28214 28465 33786]
[2281 4160 4709 8265 10652 11237 14722 15629 24219 25180 34785 38119 39015]
[1082 2014 3928 12407 13124 30588 35650]
[4748 9138 9856 13095 15933 16564 17279 17430 22526 24828 25394 28182 29566 29573 33118 33358]
[3279 5071 7740 25496 30552 36758]
[359 2205 7115 9767 15582 17368 20375 21194 26630 28622 38523 41448]
[5894 8708 9317 10573 12226 17687 18919 25407 26364 26544 27756 38884 39687 40258]
[211 5637 7822 8521 9988 12951 15369 16540 22567 25817 25956 28039 29335 33379 33834 37239 37335 39561 39906 41361]
[6026 8960 14515 14991 22835 23912 32636 34804 39907]
[2032 2285 2608 3512 9513 22781 23365 29865 34435]
[862 1894 5561 6249 11233 11235 11408 11517 13131 17331 25066 26932 28781 29242 30997 38617 38699 39756 42403]
[50 7756 10874 14481 17113 24350 32042 32186 33113 38474 38674 39184 41501 42752]
[2713 3742 7856 8129 18730 23662 27090 28300 31909 34404 37319 37495 38357 39483]
[2588 5443 11876 13325 13966 14568 16113 20781 21534 23389 30986 31333 32935 35833 36424 41996]
[2349 5073 9818 11281 11655 31150 32892 33594 40840 42718]
[1078 1311 2741 8793 9834 10498 16951 18000 19017 23112 23125 24392 29117 31297 34172 35383 39255]
[339 6603 10669 17345 20801 22442 31500 31637]
[1577 1864 2166 3221 8501 8570 10663 17316 23177 25166 28135 29387 31342 33757]
[1727 18931 19787 19915 21408 21446 24431 34661 35874 38070 38259 40056 40481]
[28839 34065 41583]
[2324 7397 11500 12219 13228 14320 20958 29915 30449 31958 33597]
[178 6825 7065 9238 9355 9551 14144 18796 22244 25465]
[1745 5314 7706 12958 14682 25155 27950 36803 37283 40665 42270]
[494 534 2679 3482 3494 8830 11027 15947 17419 19067 19523 19931 20093 22084 23309 24720 25646 26557 40612 42295 42822]
[2873 7670 10494 11964 14576 21166 21401 21976 26181 26244 27860 29281 30947 32603 37894 39200 39429 41581]
[12610 13415 25146 32138 33915]
[2562 9505 12350 17457 19485 22675 23507 26292 27102 32040 35163 40477 43060]
[525 924 1296 2360 5327 11106 11754 14707 18036 35390 40814]
[324 8657 9517 14558 15197 17539 23213 26073 33630]
[6551 14681 23934 24550 29867 37645 42812]
[1322 3267 5534 7568 11115 16526 20587 22313 22939 23628 24372 24462 25476 27785 28846 32772 35545 36504]
[4792 7701 10651 11269 18852 19639 27089 36062]
[3879 8997 15912 16380 27378 29827 30043 35921 38263]
[263 2508 16821 24494 30886 36915]
[664 1279 1862 5139 9097 17140 17182 17376 18226 23040 26607 28037 28706 31208 31919 33186 34340 34388 35274 39318 43044]
[964 8077 10133 10393 14437 17116 18567 19699 20069 21190 21586 22354 24283 24346 25134 28330 30761 31164 31858 36561]
[8492 17775 18644 20700 21851 40530]
[5969 16221 19848 24966 25786 28059 38830 39319 42495]
[9559 17265 17529 20604 26285 26959 41074]
[12613 17680 17984 21776 23979 27127 34662 38613 39265 39652]
[279 1460 1751 3038 3587 7100 7804 9190 10174 12397 12461 13155 14988 16718 17411 20721 22330 23849 28116 29341 30370 33504 37007 39745 42414]
[923 6330 26105 39924]
[11332 15467 19675 23194 23624 27521 28938 35573 37292]
[5918 9802 17783 23899 27016 30611 33357 33515 35358]
[15053]
[136 1907 13303 21198 26787 27953 35811 40474 42074]
[11981 14432 33645 36486]
[4637 8107 9939 14453 15175 15749 16603 18731 27629 28560 28811 29236 30906 33949 34391 36713 38061 42842]
[3738 7208 11672 15641 17842 19498 21991 23803 24545 28074 29326 33304 35337]
[13320 13998 24977 30548 35140 38222 39332 41983 42352]
[426 3676 5885 7967 8406 12452 18446 22160 31244 32556 33174 39189 40633 41001]
[7371 8436 8674 16670 20934 30876 39312 42349]
[3233 5603 8449 8870 11207 15816 25208 26547 38686]
[2410 2411 6191 8066 8295 8814 14609 14877 16952 28258 30943 31618 34733 39086]
[3212 3301 3796 5190 5365 11579 12163 13752 14756 16301 23731 29409 36220 39538]
[1703 2857 5128 8607 12200 12721 14837 34113 39568 43047]
[60 10243 20053 20664 24338 29485 33826 34647 36884 39913]
[702 2373 3332 4835 5256 8297 10103 11494 15521 19772 32864 35087 39100 42256]
[2490 2997 7829 10968 13771 13969 16531 17758 17936 21662 24773 25995 30727 35098 36200 40325 40553]
[6411 7181 17861 26513]
[845 2171 6510 10683 12483 15728 24752 26803 26826 27134 28136 29442 29862 31880 32251 33813 35025 38022 41310]
[1057 2727 5681 10168 10838 20176 25365 27894 34508 34874 35831 38423 38874 40538 41017]
[3847 3918 12414 14570 22874 28275 41118]
[1690 2254 2994 3849 19214 19375 19960 23473 25320 25442 27518 30335 32554 37186 37533 37958 39361 39791 40845 41250]
[561 8533 12273 12822 14289 18149 18971 19335 23109 28372 28715 32708 35762 40941]
[5754 7674 10791 12497 14973 19264 20995 25962 28877 29419 30036 37403 38605 39078 40798]
