-0.0	11
-1.8	1
0.0	18769
0.1	39931
0.2	41310
0.3	46022
0.4	43906
0.5	51049
0.6	49165
0.7	48594
0.8	54756
0.9	48299
1.0	42275
1.1	56093
1.2	50976
1.3	45604
1.4	61134
1.5	49239
1.6	67742
1.7	54027
1.8	66346
1.9	79071
10.0	2588
10.1	2842
10.2	2903
10.3	2410
10.4	2285
10.5	1806
10.6	1867
10.7	1759
10.8	1793
10.9	1411
10733.4	1
10733.6	1
10735.4	1
10735.5	1
10736.0	1
11.0	1095
11.1	1162
11.2	1184
11.3	944
11.4	830
11.5	621
11.6	671
11.7	611
11.8	591
11.9	445
1138.3	1
1141.0	1
1143.2	1
1150.0	1
1154.7	2
1154.9	1
1156.1	1
1157.2	1
1157.9	1
1158.3	1
1159.2	1
1161.5	1
1162.7	1
1162.9	1
1165.5	1
1167.1	1
1168.3	1
1168.4	1
1169.5	1
1171.1	1
1172.6	1
1174.4	1
1175.9	1
1176.3	1
1178.2	1
1178.3	1
1178.7	1
1178.9	1
1179.1	1
1179.2	1
1179.3	1
1180.2	1
1180.3	1
1180.4	2
1180.8	1
1181.6	1
1181.9	1
1182.0	1
1182.3	1
1182.5	1
1182.7	1
1182.8	1
1183.0	1
1183.1	1
1184.1	1
1184.2	1
1184.4	1
1184.5	2
1184.7	1
1185.0	1
1185.1	2
1185.2	2
1185.9	1
1186.5	2
1186.6	1
1186.7	2
1187.0	1
1187.1	1
1187.2	1
1187.5	2
1187.7	3
1188.0	4
1188.1	2
1188.2	4
1188.3	2
1188.4	2
1188.5	4
1188.6	4
1188.7	2
1188.8	1
1188.9	1
1189.0	5
1189.2	3
1189.3	7
1189.5	1
1189.6	4
1189.7	1
1189.8	3
1189.9	2
1190.0	4
1190.1	5
1190.2	3
1190.3	4
1190.4	7
1190.5	4
1190.6	3
1190.7	6
1190.8	3
1190.9	4
1191.0	2
1191.1	5
1191.2	7
1191.3	8
1191.4	10
1191.5	10
1191.6	5
1191.7	7
1191.8	8
1191.9	6
1192.0	9
1192.1	7
1192.2	3
1192.3	12
1192.4	13
1192.5	11
1192.6	9
1192.7	10
1192.8	14
1192.9	15
11928.5	1
11929.2	1
1193.0	16
1193.1	11
1193.2	22
1193.3	18
1193.4	9
1193.5	18
1193.6	12
1193.7	12
1193.8	17
1193.9	9
1194.0	21
1194.1	21
1194.2	17
1194.3	14
1194.4	9
1194.5	30
1194.6	15
1194.7	13
1194.8	23
1194.9	19
1195.0	18
1195.1	17
1195.2	19
1195.3	25
1195.4	12
1195.5	34
1195.6	16
1195.7	15
1195.8	20
1195.9	15
1196.0	21
1196.1	12
1196.2	9
1196.3	14
1196.4	17
1196.5	17
1196.6	15
1196.7	23
1196.8	22
1196.9	15
1197.0	12
1197.1	13
1197.2	16
1197.3	8
1197.4	10
1197.5	9
1197.6	10
1197.7	10
1197.8	18
1197.9	15
1198.0	6
1198.1	3
1198.2	8
1198.3	5
1198.4	2
1198.5	4
1198.6	4
1198.7	4
1198.8	4
1198.9	4
1199.0	8
1199.1	5
1199.2	3
1199.5	4
1199.6	2
1199.8	1
1199.9	1
12.0	334
12.1	348
12.2	369
12.3	288
12.4	258
12.5	200
12.6	191
12.7	178
12.8	148
12.9	106
1200.0	2
1200.1	2
1200.2	2
1200.3	2
1200.4	1
1200.6	2
1200.8	1
1201.0	2
1201.1	2
1201.5	2
1203.1	1
13.0	73
13.1	92
13.2	86
13.3	53
13.4	38
13.5	40
13.6	38
13.7	29
13.8	16
13.9	18
14.0	15
14.1	19
14.2	14
14.3	9
14.4	16
14.5	11
14.6	6
14.7	11
14.8	5
14.9	3
14291.5	1
15.0	3
15.1	7
15.2	8
15.3	4
15.4	4
15.5	1
15.6	2
15.7	3
15.8	4
15.9	2
16.1	3
16.2	1
16.3	3
16.4	4
16.5	1
16.6	4
16.7	2
16.9	2
16698.0	1
16700.5	1
17.0	1
17.1	1
17.2	2
17.5	1
17.6	1
17.7	2
17.8	2
17.9	1
18.2	2
18.5	1
19.0	1
19.1	1
19.4	2
19.5	1
19.7	1
19.8	1
19.9	1
2.0	75084
2.1	79879
2.2	84412
2.3	77364
2.4	94362
2.5	113221
2.6	107191
2.7	97857
2.8	119000
2.9	125546
20.2	2
20.5	3
20.8	2
20.9	2
21.0	1
21.7	1
21.8	1
22.4	1
22.9	1
23.1	2
23.5	2
23.7	1
23.8	2
2366.7	1
2374.1	1
2374.4	1
2377.1	1
2377.8	1
2378.7	1
2380.0	1
2380.2	1
2380.4	1
2380.7	1
2381.4	1
2381.8	1
2381.9	3
2382.0	1
2382.2	2
2382.3	2
2382.4	1
2382.6	1
2382.7	1
2382.8	1
2382.9	2
2383.0	1
2383.2	1
2383.4	1
2383.6	1
2383.7	3
2383.9	1
2384.0	2
2384.1	1
2384.2	4
2384.4	1
2384.5	1
2384.6	2
2384.7	1
2384.8	3
2384.9	3
2385.0	1
2385.1	4
2385.2	2
2385.3	1
2385.4	3
2385.5	4
2385.6	2
2385.7	2
2385.8	5
2385.9	2
2386.0	1
2386.1	2
2386.2	4
2386.4	5
2386.5	1
2386.6	2
2386.7	4
2386.8	6
2387.0	3
2387.1	1
2387.2	2
2387.3	7
2387.5	5
2387.6	3
2387.7	3
2387.8	1
2387.9	1
2388.0	3
2388.1	4
2388.2	1
2388.3	1
2388.4	2
2388.5	2
2388.6	2
2388.7	2
2388.8	2
2388.9	5
2389.0	1
2389.1	2
2389.2	2
2389.3	3
2389.5	4
2389.7	2
2389.9	1
2390.1	1
2390.2	4
2390.3	1
2390.5	1
2390.6	2
2390.7	1
2390.9	1
2391.2	1
2391.4	1
2391.6	1
2392.0	1
2392.1	1
2392.5	2
2392.8	3
2393.5	1
25.1	1
25.3	1
25.4	1
25.7	1
25.8	1
26.0	1
26.1	2
26.2	1
26.5	2
26.9	1
27.8	1
27.9	1
28.0	1
28.1	1
28.2	1
28.4	1
29.2	1
29.4	1
3.0	150840
3.1	141272
3.2	148251
3.3	134406
3.4	162981
3.5	194567
3.6	179088
3.7	160198
3.8	190818
3.9	197385
30.8	1
30.9	1
31.7	1
32.1	1
32.8	1
33.7	1
33.9	1
34.2	2
34.5	1
35.1	1
35.5	2
3559.9	1
3565.6	1
3568.3	1
3571.0	1
3572.4	1
3575.5	1
3575.6	1
3576.2	1
3576.5	1
3576.6	2
3577.2	1
3577.3	1
3577.5	2
3577.7	1
3577.8	1
3577.9	3
3578.0	1
3578.2	1
3578.4	1
3578.5	4
3578.7	2
3578.8	1
3579.0	1
3579.1	1
3579.2	1
3579.4	1
3579.5	1
3579.7	1
3579.8	1
3579.9	2
3580.0	4
3580.2	2
3580.3	2
3580.4	1
3580.5	2
3580.6	1
3580.7	1
3580.8	1
3581.0	1
3581.1	2
3581.2	2
3581.3	1
3581.4	1
3581.6	1
3581.7	2
3581.9	1
3582.1	2
3582.2	2
3582.4	1
3582.6	1
3583.4	3
3583.6	2
3583.9	1
3586.6	1
37.1	1
37.4	2
38.0	2
38.1	1
39.4	1
39.7	1
4.0	228167
4.1	179144
4.2	237267
4.3	211868
4.4	184704
4.5	241500
4.6	184030
4.7	210247
4.8	234947
4.9	175717
40.7	1
41.1	1
41.4	2
41.5	1
41.6	1
41.7	2
42.8	1
43.0	1
43.4	1
44.4	1
44.8	1
45.1	1
45.3	1
46.4	1
4755.0	1
4763.8	1
4768.9	1
4769.1	1
4769.3	1
4769.7	2
4769.8	3
4770.4	1
4770.7	1
4770.8	2
4771.1	1
4771.2	1
4771.3	1
4771.4	2
4771.5	1
4771.8	1
4771.9	1
4772.3	2
4772.4	1
4772.8	1
4773.3	1
4773.5	1
4773.7	1
4773.8	1
4774.4	1
4774.9	1
48.1	1
48.4	1
48.9	1
5.0	224573
5.1	166707
5.2	210925
5.3	177248
5.4	148970
5.5	184345
5.6	133359
5.7	145494
5.8	153687
5.9	108925
50.5	1
52.5	1
55.3	2
5953.9	1
5960.3	1
5960.8	1
5961.3	1
5961.7	1
5961.9	2
5962.0	1
5962.6	1
5962.7	1
5962.9	2
5963.0	2
5963.5	2
5963.9	1
5964.0	1
5964.1	1
5964.6	1
5964.7	1
5964.8	1
5965.4	1
5965.8	1
5966.0	1
5966.4	1
5967.7	1
5970.2	1
6.0	132291
6.1	93323
6.2	111385
6.3	90297
6.4	71223
6.5	84015
6.6	58089
6.7	60596
6.8	61461
6.9	41917
66.9	1
7.0	48754
7.1	33018
7.2	38703
7.3	30112
7.4	23253
7.5	27279
7.6	18690
7.7	19430
7.8	19690
7.9	13630
7145.2	1
7150.3	1
7150.4	1
7154.1	1
7154.6	1
7154.7	1
7155.6	1
7155.9	1
7156.6	2
7156.8	1
7157.6	1
8.0	14547
8.1	12774
8.2	13516
8.3	10711
8.4	9733
8.5	7851
8.6	8456
8.7	7805
8.8	8248
8.9	6493
8346.9	1
8348.1	1
8348.3	1
8349.3	1
8349.4	1
8350.6	1
8350.9	1
9.0	5432
9.1	5825
9.2	6169
9.3	4987
9.4	4723
9.5	3721
9.6	4030
9.7	3727
9.8	3989
9.9	3229
9541.8	1
9542.7	1
9543.4	1
